Metadata_Plate	Metadata_Well	Metadata_Assay_Plate_Barcode	Metadata_Plate_Map_Name	Metadata_well_position	Metadata_clone_number	Metadata_plate_ID	Metadata_plate_filename	Metadata_treatment	Metadata_batch	Metadata_clone_type	umap_x	umap_y
217760	F11	217760	217760	F11	WT_parental	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	wildtype	-0.63439435	4.788091
217760	G02	217760	217760	G02	WT_parental	217760	20191120-20191115-HiDensity	DMSO	2019_11_20_Batch6	wildtype	3.798976	3.931579
217760	G03	217760	217760	G03	BZ017	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	resistant	1.51785	3.7298765
217760	G04	217760	217760	G04	WT002	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	wildtype	-0.465427	5.0928774
217760	G05	217760	217760	G05	WT008	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	wildtype	1.0929714	4.2816253
217760	G06	217760	217760	G06	WT009	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	wildtype	-2.2263367	4.7048135
217760	G07	217760	217760	G07	BZ018	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	resistant	1.9643736	3.672122
217760	G08	217760	217760	G08	WT011	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	wildtype	-2.3227625	4.749686
217760	G09	217760	217760	G09	BZ001	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	resistant	-1.4542284	2.5855346
217760	G10	217760	217760	G10	BZ008	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	resistant	-1.5421251	2.4835145
217760	G11	217760	217760	G11	WT_parental	217760	20191120-20191115-HiDensity	bortezomib	2019_11_20_Batch6	wildtype	-2.191905	5.1463428
217762	B02	217762	217762	B02	BZ017	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	4.4560084	3.4871094
217762	B03	217762	217762	B03	WT002	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.4632416	4.010815
217762	B04	217762	217762	B04	WT008	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	1.626965	3.1234887
217762	B05	217762	217762	B05	WT009	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.0861835	1.9243845
217762	B06	217762	217762	B06	BZ018	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	2.106746	1.25799
217762	B07	217762	217762	B07	WT011	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	2.5652704	1.5089223
217762	B08	217762	217762	B08	BZ001	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	0.82514304	0.846141
217762	B09	217762	217762	B09	BZ008	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	0.8564974	0.7949158
217762	B10	217762	217762	B10	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.8665874	1.7394462
217762	B11	217762	217762	B11	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.959999	1.8750739
217762	C02	217762	217762	C02	BZ017	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	3.8408291	2.8834796
217762	C03	217762	217762	C03	BZ008	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	0.52803016	1.0295289
217762	C04	217762	217762	C04	BZ001	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	0.5409808	0.98916227
217762	C05	217762	217762	C05	WT011	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	2.5280502	1.649344
217762	C06	217762	217762	C06	BZ018	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	1.9292566	3.118479
217762	C07	217762	217762	C07	WT009	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	2.634733	1.9030735
217762	C08	217762	217762	C08	WT008	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	1.4888208	3.0461302
217762	C09	217762	217762	C09	WT002	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.2365623	3.873893
217762	C10	217762	217762	C10	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.3962405	2.720679
217762	C11	217762	217762	C11	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.9671535	1.8370785
217762	D02	217762	217762	D02	BZ017	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	3.8759058	3.0820444
217762	D03	217762	217762	D03	WT002	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.2606573	4.010448
217762	D04	217762	217762	D04	WT008	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	1.2384837	3.2224731
217762	D05	217762	217762	D05	WT009	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	2.9247842	2.255844
217762	D06	217762	217762	D06	BZ018	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	1.7605443	3.274599
217762	D07	217762	217762	D07	WT011	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	2.5108314	1.698436
217762	D08	217762	217762	D08	BZ001	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	0.82958275	0.8609559
217762	D09	217762	217762	D09	BZ008	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	resistant	0.31574136	0.7804033
217762	D10	217762	217762	D10	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.3140202	2.9364958
217762	D11	217762	217762	D11	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	3.893573	2.031107
217762	E02	217762	217762	E02	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	5.285477	2.8544688
217762	E03	217762	217762	E03	BZ017	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.016918667	3.100559
217762	E04	217762	217762	E04	WT002	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-0.09633928	4.792307
217762	E05	217762	217762	E05	WT008	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	0.60327345	3.5705113
217762	E06	217762	217762	E06	WT009	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-1.5206337	4.526019
217762	E07	217762	217762	E07	BZ018	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	0.39601785	2.9399228
217762	E08	217762	217762	E08	WT011	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-1.1112734	5.538687
217762	E09	217762	217762	E09	BZ001	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.69562113	1.83552
217762	E10	217762	217762	E10	BZ008	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.7915901	2.0741782
217762	E11	217762	217762	E11	WT_parental	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-2.5234022	5.5807304
217762	F02	217762	217762	F02	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	5.4420447	2.8229692
217762	F03	217762	217762	F03	BZ017	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.11108039	3.1640952
217762	F04	217762	217762	F04	BZ008	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.5778591	2.11502
217762	F05	217762	217762	F05	BZ001	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.5120625	2.1870356
217762	F06	217762	217762	F06	WT011	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-1.1091352	5.449388
217762	F07	217762	217762	F07	BZ018	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	0.29535952	3.0267725
217762	F08	217762	217762	F08	WT009	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-1.3263466	4.806209
217762	F09	217762	217762	F09	WT008	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	0.59918886	3.7401016
217762	F10	217762	217762	F10	WT002	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	0.20256045	4.6472244
217762	F11	217762	217762	F11	WT_parental	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-2.462924	5.5058227
217762	G02	217762	217762	G02	WT_parental	217762	20191120-20191115-LoDensity	DMSO	2019_11_20_Batch6	wildtype	5.5184126	2.7899292
217762	G03	217762	217762	G03	BZ017	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.21705595	3.3903236
217762	G04	217762	217762	G04	WT002	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	0.16405526	4.798312
217762	G05	217762	217762	G05	WT008	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	0.53195196	3.9278865
217762	G06	217762	217762	G06	WT009	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-1.5122186	4.60218
217762	G07	217762	217762	G07	BZ018	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	0.031973243	2.8345084
217762	G08	217762	217762	G08	WT011	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-1.1272882	5.47674
217762	G09	217762	217762	G09	BZ001	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-0.98591536	2.3830934
217762	G10	217762	217762	G10	BZ008	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	resistant	-1.0233738	2.3922098
217762	G11	217762	217762	G11	WT_parental	217762	20191120-20191115-LoDensity	bortezomib	2019_11_20_Batch6	wildtype	-2.3815134	5.4158025
217768	B02	217768	217768	B02	BZ017	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	4.488129	3.50639
217768	B03	217768	217768	B03	WT002	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	3.230615	3.9614632
217768	B04	217768	217768	B04	WT008	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	1.1612961	2.5381978
217768	B05	217768	217768	B05	WT009	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	3.2077897	2.0827665
217768	B06	217768	217768	B06	BZ018	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	-0.5999109	1.4982837
217768	B07	217768	217768	B07	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.2451415	1.3506924
217768	B08	217768	217768	B08	WT011	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.3816352	1.341804
217768	B09	217768	217768	B09	BZ001	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	1.0350816	0.84104204
217768	B10	217768	217768	B10	BZ008	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	3.5205314	2.3534696
217768	B11	217768	217768	B11	WT_parental	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	wildtype	2.6918209	1.2192494
217768	C02	217768	217768	C02	BZ017	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	4.3808947	2.8718743
217768	C03	217768	217768	C03	BZ008	217768	20191122-20191119-LoDensity	DMSO	2019_11_22_Batch7	resistant	2.8180273	3.117352
