"","term","estimate","std.error","statistic","p.value","feature","rsquared","neg_log_p","dataset"
"21","Metadata_clone_type_indicator1",-1.15249055830006,0.105116344177044,-10.9639520601949,3.15400873760773e-22,"Nuclei_RadialDistribution_FracAtD_RNA_4of4",0.389960595026282,21.5011371078716,"bortezomib"
"22","Metadata_clone_type_indicator1",-1.08131278150334,0.0990334584824289,-10.9186612087792,4.31360093108298e-22,"Nuclei_RadialDistribution_MeanFrac_ER_4of4",0.475369885877222,21.3651600357391,"bortezomib"
"23","Metadata_clone_type_indicator1",1.23755625085895,0.113763702928824,10.8783049338085,5.70017611255093e-22,"Nuclei_RadialDistribution_MeanFrac_Mito_1of4",0.379564305437985,21.2441117261648,"bortezomib"
"24","Metadata_clone_type_indicator1",0.923093181864696,0.0869188100724364,10.6201773942304,3.36887046927733e-21,"Cells_Correlation_Correlation_DNA_ER",0.443290760904085,20.4725156870182,"bortezomib"
"25","scale(Metadata_cell_count)",0.384699071386492,0.0368474629396042,10.4403136795888,1.15409490932249e-20,"Nuclei_Neighbors_SecondClosestObjectNumber_2",0.382680905378728,19.937758474629,"bortezomib"
"26","Metadata_clone_type_indicator1",0.971444023495974,0.0930521520129369,10.439780300416,1.15830676674202e-20,"Nuclei_Correlation_Correlation_DNA_ER",0.446658147244002,19.9361764065328,"bortezomib"
"27","Metadata_clone_type_indicator1",1.01459772372242,0.097466868359556,10.4096678266051,1.42266983512939e-20,"Cells_RadialDistribution_MeanFrac_ER_1of4",0.443103111084075,19.8468958767383,"bortezomib"
"28","Metadata_clone_type_indicator1",-1.05174740048738,0.107879745949732,-9.74925729781994,1.23425564077561e-18,"Cytoplasm_Correlation_RWC_DNA_RNA",0.324376354791687,17.9085948792981,"bortezomib"
"29","Metadata_clone_type_indicator1",0.944545830493446,0.096950289340704,9.742578768116,1.29061767124052e-18,"Nuclei_RadialDistribution_RadialCV_AGP_3of4",0.41124283102445,17.8892023927934,"bortezomib"
"30","Metadata_clone_type_indicator1",0.94122999969958,0.0966654479691181,9.73698482212876,1.33979180796578e-18,"Nuclei_RadialDistribution_MeanFrac_RNA_2of4",0.38173526974393,17.8729626819906,"bortezomib"
"31","Metadata_clone_type_indicator1",-1.20031934278533,0.124752120337495,-9.62163480298437,2.89197791580836e-18,"Nuclei_RadialDistribution_FracAtD_Mito_4of4",0.32226680374098,17.5388050277949,"bortezomib"
"32","Metadata_clone_type_indicator1",1.19798010351884,0.129446488391096,9.25463578354778,3.27210348528439e-17,"Cytoplasm_AreaShape_Zernike_4_0",0.298902969680778,16.4851729695553,"bortezomib"
"33","Metadata_clone_type_indicator1",-0.994239805283122,0.108408280598033,-9.17125333783003,5.65031716071987e-17,"Cytoplasm_Texture_InfoMeas2_DNA_5_03",0.350088204294132,16.2479271739001,"bortezomib"
"34","Metadata_clone_type_indicator1",1.12235381641619,0.122413381081651,9.1685549937353,5.75090925192664e-17,"Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4",0.298582115181902,16.2402634854189,"bortezomib"
"35","scale(Metadata_cell_count)",0.44138079843161,0.0486034333214456,9.08126789135402,1.01664372469049e-16,"Cytoplasm_Correlation_K_Mito_ER",0.353297871160626,15.9928312157198,"bortezomib"
"36","(Intercept)",0.679397736821655,0.0751445843542146,9.04120693008464,1.31952158425977e-16,"Cytoplasm_Intensity_MassDisplacement_Mito",0.236217033099422,15.8795835013528,"bortezomib"
"37","Metadata_clone_type_indicator1",-1.16292933678873,0.1292770370685,-8.99563730078789,1.7741622281752e-16,"Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4",0.309533311473825,15.7510066710995,"bortezomib"
"38","Metadata_clone_type_indicator1",1.03062717323264,0.114869883845335,8.97212688593224,2.06645890770636e-16,"Nuclei_RadialDistribution_MeanFrac_Mito_2of4",0.31642244210099,15.6847732264015,"bortezomib"
"39","Metadata_clone_type_indicator1",-1.07439082569054,0.119925107659967,-8.95884812325404,2.25218802950276e-16,"Cells_Intensity_IntegratedIntensity_DNA",0.292653223775092,15.6473953541552,"bortezomib"
"40","Metadata_clone_type_indicator1",1.00688502935207,0.113064117634952,8.90543392911782,3.18221995211333e-16,"Cells_Granularity_2_AGP",0.349880527607944,15.4972698056172,"bortezomib"
"41","Metadata_clone_type_indicator1",-0.979752090402406,0.110025232126937,-8.90479457722985,3.19539776147359e-16,"Cytoplasm_Texture_InfoMeas2_DNA_5_02",0.375032128503322,15.4954750733863,"bortezomib"
"42","Metadata_clone_type_indicator1",0.846314907640726,0.0957005991244303,8.84336059944979,4.7503845710832e-16,"Nuclei_Correlation_Correlation_ER_RNA",0.404253910458957,15.3232712303038,"bortezomib"
"43","Metadata_clone_type_indicator1",0.963626047874616,0.109264663222233,8.81919203754554,5.55059139713606e-16,"Cells_Correlation_Overlap_DNA_ER",0.297495100577922,15.2556607417729,"bortezomib"
"44","Metadata_clone_type_indicator1",-1.06900060467009,0.122632415515422,-8.71711284636365,1.06915667379517e-15,"Nuclei_Texture_Correlation_ER_20_01",0.2748717278429,14.9709586487866,"bortezomib"
"45","scale(Metadata_cell_count)",0.476101932070239,0.054639575502338,8.71349983401439,1.09418907966927e-15,"Cells_Neighbors_AngleBetweenNeighbors_10",0.347626125507318,14.9609076239243,"bortezomib"
"46","Metadata_clone_type_indicator1",0.737068795191378,0.085409345488065,8.62983776517026,1.86779933254437e-15,"Cells_Correlation_RWC_DNA_RNA",0.376224893274663,14.7286697841284,"bortezomib"
"47","Metadata_clone_type_indicator1",0.800212256515436,0.0928632749947378,8.61710139515089,2.02581649108207e-15,"Nuclei_RadialDistribution_RadialCV_ER_3of4",0.354880187188677,14.6933998978306,"bortezomib"
"48","Metadata_clone_type_indicator1",1.00770005645547,0.117098709231204,8.60556075358466,2.18041496089964e-15,"Nuclei_RadialDistribution_FracAtD_AGP_1of4",0.303857285080648,14.661460846726,"bortezomib"
"49","Metadata_clone_type_indicator1",-0.853343813567212,0.0993173525460802,-8.59209183180036,2.37569749442708e-15,"Cytoplasm_Intensity_IntegratedIntensityEdge_DNA",0.336260835104441,14.6242088603512,"bortezomib"
"50","scale(Metadata_cell_count)",-0.438018706774568,0.0511898151374951,-8.55675500288596,2.97442592108871e-15,"Cytoplasm_Correlation_K_ER_Mito",0.332525983742331,14.5265968428301,"bortezomib"
"51","scale(Metadata_cell_count)",0.471634875720625,0.0551414648587233,8.55318002394369,3.04276614525581e-15,"Cells_Neighbors_PercentTouching_10",0.359921717160025,14.516731424483,"bortezomib"
"52","Metadata_clone_type_indicator1",-1.07040304935301,0.127133038290523,-8.41955060420203,7.09104348727672e-15,"Nuclei_Texture_Correlation_ER_20_03",0.2609750440755,14.1492898512174,"bortezomib"
"53","(Intercept)",0.64083101464397,0.0761270459765509,8.41791516304682,7.16458483208152e-15,"Cytoplasm_Correlation_RWC_DNA_RNA",0.324376354791687,14.1448089707042,"bortezomib"
"54","scale(Metadata_cell_count)",0.384764148386824,0.0457946902119381,8.40193801085088,7.92401793289041e-15,"Nuclei_Texture_AngularSecondMoment_Mito_20_01",0.29044581700623,14.101054550278,"bortezomib"
"55","Metadata_clone_type_indicator1",0.873952448623971,0.104101007775855,8.39523523639386,8.26590065911295e-15,"Nuclei_Granularity_9_AGP",0.421268714503253,14.082709818442,"bortezomib"
"56","scale(Metadata_cell_count)",0.434999379752489,0.052065675965581,8.35482055471735,1.0660047408992e-14,"Nuclei_Neighbors_AngleBetweenNeighbors_2",0.333892849164681,13.9722408638444,"bortezomib"
"57","(Intercept)",-0.56357340105932,0.0674767552031837,-8.35211176593046,1.08431281578628e-14,"Nuclei_RadialDistribution_FracAtD_ER_1of4",0.561554348341226,13.9648454091523,"bortezomib"
"58","Metadata_clone_type_indicator1",-0.930135576093055,0.111517856419903,-8.34068736571454,1.16501911399088e-14,"Nuclei_Correlation_Overlap_ER_AGP",0.336277732755542,13.933666949288,"bortezomib"
"59","Metadata_clone_type_indicator1",-1.00659751853587,0.1212759907983,-8.30005602848457,1.50335408445089e-14,"Nuclei_RadialDistribution_FracAtD_AGP_4of4",0.255764326766331,13.8229387181408,"bortezomib"
"60","Metadata_clone_type_indicator1",0.784842927246435,0.0948267501502992,8.27659838602998,1.74130161148985e-14,"Cells_RadialDistribution_RadialCV_ER_3of4",0.360766544723079,13.7591259980608,"bortezomib"
"61","Metadata_clone_type_indicator1",-0.871283286541227,0.106001892343486,-8.2195069095365,2.48788472771017e-14,"Cells_RadialDistribution_MeanFrac_ER_4of4",0.372632768512495,13.604169745878,"bortezomib"
"62","Metadata_clone_type_indicator1",-0.899752995918982,0.10953718930414,-8.21413258487708,2.57271240830146e-14,"Cytoplasm_Correlation_RWC_DNA_AGP",0.256869300477306,13.5896087588609,"bortezomib"
"63","Metadata_clone_type_indicator1",1.11240884438649,0.135674026167113,8.19912901395224,2.82499461261516e-14,"Cytoplasm_RadialDistribution_MeanFrac_Mito_1of4",0.265867338797352,13.5489823760618,"bortezomib"
"64","(Intercept)",-0.706858242658025,0.0863829350700378,-8.18284586052692,3.12657757095141e-14,"Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4",0.298582115181902,13.5049307919255,"bortezomib"
"65","Metadata_clone_type_indicator1",-0.966407087946331,0.118208245405302,-8.17546258835666,3.27363223158916e-14,"Cytoplasm_Texture_Correlation_Mito_10_03",0.350406665365883,13.4849701119622,"bortezomib"
"66","(Intercept)",0.628260727621969,0.0772966470479449,8.12791694874264,4.39910745121296e-14,"Cytoplasm_Correlation_RWC_DNA_AGP",0.256869300477306,13.3566354299534,"bortezomib"
"67","Metadata_clone_type_indicator1",0.955131146508685,0.11831477687311,8.07279675245504,6.19008020696796e-14,"Cytoplasm_Texture_InfoMeas1_DNA_10_00",0.278392923953069,13.2083037236426,"bortezomib"
"68","Metadata_clone_type_indicator1",0.831358292317589,0.103509445264383,8.03171430582151,7.9787515306459e-14,"Cells_RadialDistribution_RadialCV_AGP_3of4",0.335420288238316,13.098065059247,"bortezomib"
"69","scale(Metadata_cell_count)",-0.439979432231995,0.0550749741714422,-7.98873606118067,1.03984360797051e-13,"Nuclei_Granularity_10_RNA",0.36048630562801,12.9830319734923,"bortezomib"
"70","Metadata_clone_type_indicator1",1.05953389821026,0.132877594456141,7.97375887595541,1.14020836242987e-13,"Cytoplasm_Texture_InfoMeas1_DNA_5_03",0.275500693233213,12.9430157781505,"bortezomib"
"71","scale(Metadata_cell_count)",-0.439405212678466,0.0551347178473706,-7.96966466564446,1.16927527850274e-13,"Nuclei_Intensity_IntegratedIntensity_Mito",0.24216387141993,12.9320832323277,"bortezomib"
"72","(Intercept)",-0.510619476119955,0.0640729692602794,-7.96934311012963,1.17158899361205e-13,"Nuclei_RadialDistribution_FracAtD_ER_2of4",0.607465184145174,12.9312247169119,"bortezomib"
"73","Metadata_clone_type_indicator1",-1.05623330290241,0.13301055814478,-7.94097339064405,1.3946076260351e-13,"Nuclei_Texture_Correlation_RNA_20_02",0.238807255380712,12.8555479643025,"bortezomib"
"74","Metadata_clone_type_indicator1",-0.829696515363521,0.104504127375246,-7.93936599637165,1.40843176146082e-13,"Nuclei_Intensity_IntegratedIntensityEdge_DNA",0.259061915848631,12.8512641897424,"bortezomib"
"75","Metadata_clone_type_indicator1",0.915105767503856,0.115308807443778,7.93613070666816,1.4366689263681e-13,"Cytoplasm_Granularity_4_AGP",0.349742046386799,12.8426433014672,"bortezomib"
"76","scale(Metadata_cell_count)",-0.412994051925211,0.0521785496014337,-7.91501594198899,1.63522426985388e-13,"Nuclei_Granularity_9_AGP",0.421268714503253,12.7864226757373,"bortezomib"
"77","Metadata_clone_type_indicator1",-1.02677842846912,0.129786182683968,-7.9113077157786,1.67279712233295e-13,"Cells_Texture_Correlation_Mito_20_01",0.256534594187786,12.7765567272946,"bortezomib"
"78","scale(Metadata_cell_count)",-0.4290139441473,0.0542414205001355,-7.90934197872323,1.6930598058076e-13,"Cytoplasm_Granularity_10_Mito",0.373418559352397,12.77132770056,"bortezomib"
"79","(Intercept)",-0.627474095291283,0.0793784837422022,-7.90483851177018,1.7404015949122e-13,"Nuclei_RadialDistribution_FracAtD_Mito_1of4",0.478511301520709,12.7593505273896,"bortezomib"
"80","Metadata_clone_type_indicator1",-1.04433481200687,0.132126579286306,-7.9040479035175,1.74884686007053e-13,"Cytoplasm_Correlation_Manders_DNA_RNA",0.311472327627743,12.7572482183876,"bortezomib"
"81","Metadata_clone_type_indicator1",-0.889429188056614,0.112967802852397,-7.87329810440536,2.11075350104883e-13,"Nuclei_AreaShape_MaxFeretDiameter",0.269562395268074,12.6755624817018,"bortezomib"
"82","Metadata_clone_type_indicator1",0.968595762311733,0.123369692378551,7.8511646064551,2.41621739759421e-13,"Cells_Granularity_2_ER",0.268675610731215,12.6168639929284,"bortezomib"
"83","scale(Metadata_cell_count)",-0.411941081465033,0.0525090626415442,-7.84514254762402,2.50664203146487e-13,"Nuclei_Texture_Entropy_Mito_20_01",0.256380567961073,12.60090768234,"bortezomib"
"84","scale(Metadata_cell_count)",-0.441988483734878,0.0563858574706782,-7.83864081458229,2.60803071724118e-13,"Cytoplasm_Granularity_11_Mito",0.350194472510374,12.5836872978137,"bortezomib"
"85","scale(Metadata_cell_count)",-0.381992075191982,0.0488679092291466,-7.81682869632875,2.97873256733862e-13,"Nuclei_RadialDistribution_MeanFrac_DNA_3of4",0.272606861144062,12.5259684862924,"bortezomib"
"86","Metadata_clone_type_indicator1",-0.955346121145683,0.122359844419853,-7.80767682138926,3.14937889322457e-13,"Cytoplasm_Texture_Correlation_Mito_20_00",0.255666194782093,12.5017750874302,"bortezomib"
"87","Metadata_clone_type_indicator1",-1.03209742515221,0.132314430872254,-7.80033907373767,3.29315562628322e-13,"Cells_Texture_Correlation_Mito_20_03",0.249414303081985,12.4823877451341,"bortezomib"
"88","Metadata_clone_type_indicator1",0.861219100958967,0.110458395260681,7.79677360807659,3.36534338128123e-13,"Cells_RadialDistribution_MeanFrac_Mito_1of4",0.332945253083964,12.4729706161392,"bortezomib"
"89","scale(Metadata_cell_count)",-0.414439025180309,0.0532469446621377,-7.78333907813877,3.65168394452152e-13,"Nuclei_Granularity_9_Mito",0.344947163802093,12.4375068179642,"bortezomib"
"90","scale(Metadata_cell_count)",-0.430118647839441,0.0556408510749248,-7.73026723225804,5.03831868378625e-13,"Nuclei_Granularity_10_AGP",0.379317417019472,12.29771436597,"bortezomib"
"91","Metadata_clone_type_indicator1",0.759773396080315,0.0983083123227752,7.72847563068476,5.09326467206316e-13,"Nuclei_RadialDistribution_RadialCV_RNA_4of4",0.357702293377735,12.2930037550765,"bortezomib"
"92","(Intercept)",0.592355952868247,0.0766583877395867,7.7272164251682,5.13223704245645e-13,"Nuclei_Texture_Entropy_DNA_20_03",0.226107348647096,12.2896932930895,"bortezomib"
"93","Metadata_clone_type_indicator1",0.735210735870168,0.0951526121069322,7.72664795627408,5.14992763005385e-13,"Nuclei_RadialDistribution_RadialCV_ER_4of4",0.371986375349387,12.2881988738887,"bortezomib"
"94","Metadata_clone_type_indicator1",-0.912213780290081,0.118242313348075,-7.7147829271976,5.53324195359422e-13,"Cytoplasm_Texture_Correlation_Mito_10_01",0.344192308581245,12.2570203388563,"bortezomib"
"95","scale(Metadata_cell_count)",-0.434742007867453,0.0564043069939683,-7.70760303666072,5.77876218274894e-13,"Cytoplasm_Granularity_11_ER",0.351977354100904,12.2381651779761,"bortezomib"
"96","scale(Metadata_cell_count)",-0.444908347752925,0.0578550740653479,-7.69004888405114,6.42533757901567e-13,"Cytoplasm_Granularity_12_RNA",0.343330743389606,12.1921040501208,"bortezomib"
"97","scale(Metadata_cell_count)",-0.429211291440047,0.0558475680760421,-7.68540701460146,6.60795280408646e-13,"Nuclei_Granularity_11_AGP",0.337427849700037,12.1799330675336,"bortezomib"
"98","Metadata_clone_type_indicator1",0.886598141629123,0.116062370964085,7.63898009548226,8.7415716628381e-13,"Nuclei_Granularity_3_RNA",0.315068646312914,12.0584104777621,"bortezomib"
"99","Metadata_clone_type_indicator1",0.881324398480541,0.115400055613854,7.63712282279639,8.83981161229032e-13,"Cells_Granularity_4_Mito",0.330925365926842,12.0535569902601,"bortezomib"
"100","(Intercept)",0.607788586610089,0.0797175136621253,7.62427926673855,9.54969392282211e-13,"Nuclei_AreaShape_MaxFeretDiameter",0.269562395268074,12.0200105477628,"bortezomib"
"101","scale(Metadata_cell_count)",-0.433392968059731,0.0572837863169895,-7.56571790945308,1.35698187079386e-12,"Nuclei_Granularity_11_RNA",0.316274263589585,11.8674259544528,"bortezomib"
"102","scale(Metadata_cell_count)",-0.352491687586454,0.0467122344932791,-7.54602496348511,1.52667450654538e-12,"Cells_RadialDistribution_RadialCV_DNA_4of4",0.33539717134454,11.8162535464927,"bortezomib"
"103","Metadata_clone_type_indicator1",-1.01550053735541,0.134774831908419,-7.53479357366553,1.63267576978603e-12,"Nuclei_Texture_Correlation_RNA_20_00",0.220627927504901,11.7871000524793,"bortezomib"
"104","scale(Metadata_cell_count)",-0.406504688363783,0.0540217296957107,-7.52483659174761,1.73271162101033e-12,"Cells_Intensity_IntegratedIntensity_Mito",0.221423639167035,11.7612737118536,"bortezomib"
"105","scale(Metadata_cell_count)",0.455727423493575,0.0607228070096383,7.50504540116598,1.94987562706489e-12,"Cells_AreaShape_Zernike_2_0",0.263867056819463,11.7099930892539,"bortezomib"
"106","scale(Metadata_cell_count)",-0.39374785539396,0.0526519564308727,-7.47831385735714,2.28642444785774e-12,"Nuclei_Granularity_9_ER",0.361601773883071,11.6408431447843,"bortezomib"
"107","Metadata_clone_type_indicator1",0.921195745461202,0.123443722737319,7.46247541012236,2.51226984661825e-12,"Cytoplasm_Granularity_4_RNA",0.283702982939589,11.599933714217,"bortezomib"
"108","(Intercept)",0.631148731749643,0.0846270456442045,7.45800266268501,2.57994625059625e-12,"Cells_Intensity_IntegratedIntensity_DNA",0.292653223775092,11.5883893418324,"bortezomib"
"109","Metadata_clone_type_indicator1",-0.936040977071151,0.125682919813871,-7.44763869631112,2.74376139252947e-12,"Cytoplasm_Texture_Correlation_DNA_10_02",0.259263721967449,11.561653659151,"bortezomib"
"110","scale(Metadata_cell_count)",0.401648145357281,0.0541296899766264,7.42010799490475,3.23050176930353e-12,"Cells_Neighbors_NumberOfNeighbors_10",0.306872883199456,11.4907300167663,"bortezomib"
"111","(Intercept)",0.556932316097356,0.075073455783499,7.41849845974145,3.2614599800003e-12,"Cytoplasm_Intensity_MassDisplacement_ER",0.142043089596633,11.4865879461532,"bortezomib"
"112","scale(Metadata_cell_count)",-0.435031898862413,0.0586450346225849,-7.41805170142874,3.27010488128608e-12,"Cytoplasm_Granularity_12_ER",0.303664002631319,11.485438318094,"bortezomib"
"113","scale(Metadata_cell_count)",0.379369999732773,0.0512743012587217,7.39883314681431,3.66421451043555e-12,"Cytoplasm_Correlation_Manders_AGP_RNA",0.313561353300252,11.4360191097936,"bortezomib"
"114","scale(Metadata_cell_count)",-0.371338574725868,0.0504624121900699,-7.35871629218195,4.64425115365406e-12,"Nuclei_RadialDistribution_RadialCV_Mito_4of4",0.314539000359799,11.3330843023493,"bortezomib"
"115","(Intercept)",0.670594704567759,0.0912263822832113,7.35088565154217,4.86376742171785e-12,"Cytoplasm_RadialDistribution_MeanFrac_Mito_4of4",0.309533311473825,11.3130272005691,"bortezomib"
"116","Metadata_clone_type_indicator1",0.808669682207055,0.110041524189928,7.3487684595437,4.92485790168506e-12,"Nuclei_RadialDistribution_RadialCV_Mito_1of4",0.289193766206029,11.3076062958068,"bortezomib"
"117","Metadata_clone_type_indicator1",-0.898118983048521,0.122665799824505,-7.32167388410982,5.77686595057859e-12,"Nuclei_Texture_Correlation_RNA_20_01",0.220108136789103,11.2383077099382,"bortezomib"
"118","Metadata_clone_type_indicator1",0.80062872749332,0.111008617806556,7.21231147016444,1.09641847277876e-11,"Nuclei_Granularity_10_AGP",0.379317417019472,10.9600236559506,"bortezomib"
"119","scale(Metadata_cell_count)",-0.410719004234529,0.0569510149179716,-7.21179429069176,1.09973202758405e-11,"Nuclei_RadialDistribution_MeanFrac_ER_3of4",0.329297881796863,10.9587131267686,"bortezomib"
"120","scale(Metadata_cell_count)",0.380910207475139,0.0528229529168366,7.2110737177991,1.10436520033447e-11,"Cells_Correlation_K_Mito_DNA",0.288013056930754,10.956887286876,"bortezomib"
"121","Metadata_clone_type_indicator1",-0.767002403100792,0.10648749817677,-7.20274601463132,1.1593290374874e-11,"Cytoplasm_Intensity_MassDisplacement_Mito",0.236217033099422,10.9357932863103,"bortezomib"
"122","(Intercept)",0.628260822521727,0.0873520317001892,7.19228631885807,1.23220188807948e-11,"Cytoplasm_Intensity_MassDisplacement_DNA",0.168012928673874,10.9093181300809,"bortezomib"
"123","Metadata_clone_type_indicator1",-0.859552228746938,0.11951534422001,-7.19198220409783,1.23438692579289e-11,"Nuclei_Texture_Correlation_DNA_10_02",0.211976265840241,10.9085486868202,"bortezomib"
"124","Metadata_clone_type_indicator1",-0.817109950614526,0.113788237400351,-7.18097027673975,1.31613517093485e-11,"Nuclei_RadialDistribution_MeanFrac_Mito_4of4",0.29362786033131,10.8806995051168,"bortezomib"
"125","scale(Metadata_cell_count)",-0.380172299170728,0.0529724380494801,-7.17679444573835,1.34851247696751e-11,"Nuclei_Granularity_8_Mito",0.3591486763283,10.8701450309292,"bortezomib"
"126","scale(Metadata_cell_count)",-0.423410487984201,0.0590345353997984,-7.17225070235154,1.38463550329757e-11,"Nuclei_Granularity_12_AGP",0.284665183442919,10.8586645368813,"bortezomib"
"127","Metadata_clone_type_indicator1",0.853518557308436,0.119192152062687,7.16086204114799,1.47942489717492e-11,"Nuclei_AreaShape_FormFactor",0.221707072899044,10.8299070768503,"bortezomib"
"128","Metadata_clone_type_indicator1",-0.95017224533667,0.132744048500785,-7.15792727484162,1.50487129057704e-11,"Cytoplasm_Correlation_Manders_DNA_AGP",0.240999033760601,10.8225006430486,"bortezomib"
"129","(Intercept)",0.523020556540098,0.0731677877917869,7.14823520465664,1.59201467192327e-11,"Cells_Intensity_MassDisplacement_Mito",0.153310336069349,10.7980529341449,"bortezomib"
"130","Metadata_clone_type_indicator1",0.754548391318452,0.105684888281054,7.13960532665596,1.67378573570826e-11,"Nuclei_Granularity_8_Mito",0.3591486763283,10.7763001375944,"bortezomib"
"131","scale(Metadata_cell_count)",0.362921476636374,0.0508332448199216,7.13945131620134,1.67528204300452e-11,"Cells_Correlation_Manders_AGP_RNA",0.354345528393554,10.7759120665919,"bortezomib"
"132","scale(Metadata_cell_count)",0.384581406518279,0.0539370675424949,7.13018753226217,1.76775436514101e-11,"Nuclei_Texture_AngularSecondMoment_AGP_20_01",0.255812300192304,10.7525780816731,"bortezomib"
"133","Metadata_clone_type_indicator1",0.838866787619649,0.117919275118026,7.11390726223532,1.94262119026813e-11,"Cytoplasm_Granularity_3_AGP",0.309740206054601,10.7116118782553,"bortezomib"
"134","scale(Metadata_cell_count)",0.373335318967454,0.0525095257925648,7.10985889383745,1.98868914961358e-11,"Cytoplasm_Correlation_K_Mito_DNA",0.278173996147111,10.7014330957885,"bortezomib"
"135","scale(Metadata_cell_count)",0.361918567360473,0.0511021182560332,7.08226155219591,2.33274756444272e-11,"Cytoplasm_Texture_DifferenceVariance_Mito_20_01",0.276483578642911,10.6321322553345,"bortezomib"
"136","Metadata_clone_type_indicator1",0.917305873556782,0.130102589890343,7.05063499758099,2.79962085860253e-11,"Cytoplasm_AreaShape_Zernike_7_1",0.204420310131672,10.5529007794313,"bortezomib"
