feature	WT parental	Clone A	Clone E
Cells_AreaShape_Zernike_9_3	0.0	0.0	0.0
Cells_AreaShape_Zernike_9_5	0.0	0.0	0.0
Cells_AreaShape_Zernike_9_7	0.0	0.0	0.0
Cells_AreaShape_Zernike_9_9	0.0	0.0	0.0
Cells_Correlation_Correlation_DNA_AGP	0.0	0.0	0.0
Cells_Correlation_Correlation_DNA_ER	0.0	0.0	0.0
Cells_Correlation_Correlation_DNA_Mito	0.0	0.0	0.0
Cells_Correlation_Correlation_DNA_RNA	0.0	0.0	0.0
Cells_Correlation_Correlation_ER_AGP	0.0	0.0	0.0
Cells_Correlation_K_AGP_ER	0.0	0.0	0.0
Cells_Correlation_K_AGP_RNA	0.0	0.0	0.0
Cells_Correlation_K_DNA_AGP	0.0	0.0	0.0
Cells_Correlation_K_DNA_ER	0.0	0.0	0.0
Cells_Correlation_K_DNA_Mito	0.0	0.0	0.0
Cells_Correlation_K_DNA_RNA	0.0	0.0	0.0
Cells_Correlation_K_ER_AGP	0.0	0.0	0.0
Cells_Correlation_K_ER_RNA	0.0	0.0	0.0
Cells_Correlation_K_Mito_AGP	0.0	0.0	0.0
Cells_Correlation_K_Mito_DNA	0.0	0.0	0.0
Cells_Correlation_K_Mito_ER	0.0	0.0	0.0
Cells_Correlation_K_Mito_RNA	0.0	0.0	0.0
Cells_Correlation_K_RNA_AGP	0.0	0.0	0.0
Cells_Correlation_K_RNA_ER	0.0	0.0	0.0
Cells_Correlation_Overlap_DNA_AGP	0.0	0.0	0.0
Cells_Correlation_Overlap_DNA_ER	0.0	0.019758638460148695	-0.006116590104391046
Cells_Correlation_Overlap_DNA_Mito	0.0	0.0	0.0
Cells_Correlation_Overlap_DNA_RNA	0.0	0.0	0.0
Cells_Correlation_Overlap_Mito_AGP	0.0	0.0	0.002412083730345563
Cells_Correlation_Overlap_RNA_AGP	0.0	0.0	0.0
Cells_Correlation_RWC_AGP_DNA	0.0	0.0	0.0
Cells_Correlation_RWC_AGP_ER	-0.027961290398780606	0.0	0.0
Cells_Correlation_RWC_AGP_Mito	0.0	0.0	0.0
Cells_Correlation_RWC_AGP_RNA	0.0	0.0	0.0
Cells_Correlation_RWC_DNA_AGP	0.0	0.0	0.0
Cells_Correlation_RWC_DNA_ER	0.0	0.0	0.0
Cells_Correlation_RWC_DNA_Mito	-0.023456559456556343	0.0	0.031746991682276744
Cells_Correlation_RWC_DNA_RNA	0.0	0.0	0.0
Cells_Correlation_RWC_ER_DNA	0.0	0.0	0.0
Cells_Correlation_RWC_Mito_DNA	0.0	0.0	0.0
Cells_Correlation_RWC_Mito_ER	0.018133867288010194	0.0	0.0
Cells_Correlation_RWC_RNA_DNA	0.0	0.0	0.0
Cells_Correlation_RWC_RNA_ER	0.0	0.0	0.0
Cells_Correlation_RWC_RNA_Mito	0.0	0.0	0.0
Cells_Granularity_1_AGP	-0.0013766756578607016	0.0	0.0
Cells_Granularity_1_ER	0.006264531273851805	0.0	0.0
Cells_Granularity_1_Mito	0.0	0.0	0.0
Cells_Granularity_1_RNA	0.0	0.0	-0.007594838248005353
Cells_Intensity_IntegratedIntensityEdge_AGP	0.0	0.0	0.0
Cells_Intensity_IntegratedIntensityEdge_ER	0.0	0.0	0.0
Cells_Intensity_IntegratedIntensityEdge_Mito	0.0	0.0	0.0
Cells_Intensity_IntegratedIntensityEdge_RNA	-1.239219206226021e-06	0.0	0.0
Cells_Intensity_IntegratedIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_IntegratedIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_IntegratedIntensity_ER	0.0	-0.00012258790995609502	0.0
Cells_Intensity_IntegratedIntensity_Mito	0.0	0.0	0.0
Cells_Intensity_IntegratedIntensity_RNA	0.0	0.0	0.0
Cells_Intensity_LowerQuartileIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_LowerQuartileIntensity_DNA	0.0	0.0	-0.016731478401732024
Cells_Intensity_LowerQuartileIntensity_ER	0.0	0.0	0.0
Cells_Intensity_LowerQuartileIntensity_Mito	0.0	0.0	0.0
Cells_Intensity_LowerQuartileIntensity_RNA	0.0	0.0	0.0
Cells_Intensity_MADIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_MADIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_MADIntensity_ER	0.0	0.0	0.0
Cells_Intensity_MADIntensity_Mito	0.0	0.0	0.0
Cells_Intensity_MADIntensity_RNA	0.0	0.0	0.0
Cells_Intensity_MassDisplacement_DNA	0.0	0.0	0.0
Cells_Intensity_MassDisplacement_Mito	0.0	0.0	0.0
Cells_Intensity_MaxIntensityEdge_AGP	0.0	0.0	0.0
Cells_Intensity_MaxIntensityEdge_DNA	0.0	0.0	0.0
Cells_Intensity_MaxIntensityEdge_ER	0.0	0.0	0.0
Cells_Intensity_MaxIntensityEdge_Mito	0.0	0.0	0.0
Cells_Intensity_MaxIntensityEdge_RNA	0.0	0.0	0.0
Cells_Intensity_MaxIntensity_AGP	-0.011407783689525792	0.0	0.0
Cells_Intensity_MaxIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_MaxIntensity_ER	0.0	0.0	0.0
Cells_Intensity_MaxIntensity_Mito	0.010652866224416281	0.0	0.0
Cells_Intensity_MaxIntensity_RNA	0.0	0.000865443055480073	0.0
Cells_Intensity_MeanIntensityEdge_AGP	0.0	0.002196138964124617	0.0
Cells_Intensity_MeanIntensityEdge_DNA	0.0	0.0	0.0
Cells_Intensity_MeanIntensityEdge_ER	-0.0070461137264518255	0.020241496802929144	0.0
Cells_Intensity_MeanIntensityEdge_Mito	0.0	0.0	0.0
Cells_Intensity_MeanIntensityEdge_RNA	0.0	0.0	0.0
Cells_Intensity_MeanIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_MeanIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_MeanIntensity_ER	0.01782290990117425	0.0	-0.008277183381648867
Cells_Intensity_MeanIntensity_Mito	0.0	0.0	0.0
Cells_Intensity_MeanIntensity_RNA	0.0	0.0	0.0
Cells_Intensity_MedianIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_MedianIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_MedianIntensity_ER	-0.014101680079819037	0.0	0.0
Cells_Intensity_MedianIntensity_Mito	0.0	0.0	0.0
Cells_Intensity_MedianIntensity_RNA	0.0	0.0	0.0
Cells_Intensity_StdIntensityEdge_AGP	0.0	0.0	0.0
Cells_Intensity_StdIntensityEdge_DNA	0.0	0.0	0.0
Cells_Intensity_StdIntensityEdge_ER	0.0	0.0	0.0
Cells_Intensity_StdIntensityEdge_Mito	0.0	0.0	0.0
Cells_Intensity_StdIntensityEdge_RNA	0.0	0.0	0.0
Cells_Intensity_StdIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_StdIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_StdIntensity_ER	0.0	-0.01041108858377921	0.00644446949893899
Cells_Intensity_StdIntensity_Mito	0.0	0.0	0.0
Cells_Intensity_StdIntensity_RNA	0.0	0.0	0.0
Cells_Intensity_UpperQuartileIntensity_AGP	0.0	0.0	0.0
Cells_Intensity_UpperQuartileIntensity_DNA	0.0	0.0	0.0
Cells_Intensity_UpperQuartileIntensity_ER	0.0	0.0	0.0
Cells_Intensity_UpperQuartileIntensity_Mito	-0.007947553690484646	0.0	0.0
Cells_Intensity_UpperQuartileIntensity_RNA	0.0	0.0	0.0
Cells_Neighbors_AngleBetweenNeighbors_10	0.0	0.0	0.0
Cells_Neighbors_AngleBetweenNeighbors_Adjacent	0.0	0.0	0.0
Cells_Neighbors_PercentTouching_10	0.0	0.0	0.0
Cells_Neighbors_PercentTouching_Adjacent	0.0	0.0	0.0
Cells_Neighbors_SecondClosestDistance_10	0.0	0.0	0.0
Cells_Neighbors_SecondClosestDistance_Adjacent	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_AGP_1of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_AGP_2of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_AGP_3of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_AGP_4of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_DNA_1of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_DNA_2of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_DNA_3of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_DNA_4of4	0.002484180303268301	0.0	0.0
Cells_RadialDistribution_FracAtD_ER_1of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_ER_2of4	0.0	0.0059523769859931176	0.0
Cells_RadialDistribution_FracAtD_ER_3of4	0.029420094707338994	0.0	-0.006005929972953293
Cells_RadialDistribution_FracAtD_ER_4of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_Mito_1of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_Mito_2of4	0.0	0.004910795048182801	0.0
Cells_RadialDistribution_FracAtD_Mito_3of4	-0.011646870704307687	0.0	0.0015637378393036443
Cells_RadialDistribution_FracAtD_Mito_4of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_RNA_1of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_RNA_2of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_RNA_3of4	0.0	0.0	0.0
Cells_RadialDistribution_FracAtD_RNA_4of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_AGP_2of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_AGP_3of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_AGP_4of4	0.007468316757964597	0.0	0.0
Cells_RadialDistribution_MeanFrac_DNA_1of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_DNA_2of4	-0.002464499574508421	0.0	0.0
Cells_RadialDistribution_MeanFrac_DNA_3of4	0.01330769480363705	0.0	0.0
Cells_RadialDistribution_MeanFrac_DNA_4of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_ER_2of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_ER_3of4	0.024705863484714322	0.0	0.0
Cells_RadialDistribution_MeanFrac_ER_4of4	0.0	0.022528765588273415	0.0
Cells_RadialDistribution_MeanFrac_Mito_1of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_Mito_2of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_Mito_3of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_Mito_4of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_RNA_2of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_RNA_3of4	0.0	0.0	0.0
Cells_RadialDistribution_MeanFrac_RNA_4of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_AGP_2of4	-0.006006408920969408	0.0	0.0
Cells_RadialDistribution_RadialCV_AGP_3of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_AGP_4of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_DNA_1of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_DNA_2of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_DNA_3of4	-0.01972553908585442	0.0	0.0
Cells_RadialDistribution_RadialCV_DNA_4of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_ER_1of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_ER_2of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_ER_3of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_ER_4of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_Mito_1of4	-0.0135537753722706	0.0	0.0
Cells_RadialDistribution_RadialCV_Mito_2of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_Mito_3of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_Mito_4of4	0.006044519154652293	0.0	0.0
Cells_RadialDistribution_RadialCV_RNA_1of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_RNA_2of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_RNA_3of4	0.0	0.0	0.0
Cells_RadialDistribution_RadialCV_RNA_4of4	0.01609431710289329	0.0	-0.011711731302444607
Cells_Texture_AngularSecondMoment_DNA_5_00	0.0	0.0	0.0
Cells_Texture_AngularSecondMoment_DNA_5_01	0.0	0.0	0.0
Cells_Texture_AngularSecondMoment_DNA_5_02	0.0	0.0	0.0
Cells_Texture_AngularSecondMoment_DNA_5_03	0.0	0.0	0.0
Cells_Texture_Contrast_AGP_10_00	0.0	0.008054138477102183	-0.006968946213896774
Cells_Texture_Contrast_AGP_10_03	0.0	0.0	0.0
Cells_Texture_Contrast_AGP_5_00	-0.0067094404544350205	0.0	0.02409280833983357
Cells_Texture_Contrast_AGP_5_01	0.0	0.0	0.0
Cells_Texture_Contrast_AGP_5_02	0.0	0.0	0.0
Cells_Texture_Contrast_AGP_5_03	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_10_00	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_10_01	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_10_02	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_10_03	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_5_00	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_5_01	0.0	0.0	0.0
Cells_Texture_Contrast_DNA_5_02	0.0	0.0	0.0
Cells_Texture_Contrast_ER_10_00	0.0	0.0	0.0
Cells_Texture_Contrast_ER_10_01	0.0	0.0	0.0
Cells_Texture_Contrast_ER_10_02	0.0	0.0	0.0
Cells_Texture_Contrast_ER_10_03	0.0	0.0	0.0
Cells_Texture_Contrast_ER_5_00	0.004773386612234534	0.0	0.0
Cells_Texture_Contrast_ER_5_01	0.0	0.0	0.0
Cells_Texture_Contrast_ER_5_02	0.0	0.0	0.0
Cells_Texture_Contrast_ER_5_03	0.0	0.0	0.0
Cells_Texture_Contrast_Mito_10_00	0.0	0.0	0.0
Cells_Texture_Contrast_Mito_10_01	0.0	0.0	0.0011577320008390568
Cells_Texture_Contrast_Mito_10_02	0.0	0.0	0.0
Cells_Texture_Contrast_Mito_10_03	0.0032399006680154255	-0.005171182427776161	0.0
Cells_Texture_Contrast_Mito_5_00	0.0	0.0	0.0
Cells_Texture_Contrast_Mito_5_01	0.0	0.0	0.0
Cells_Texture_Contrast_Mito_5_02	0.0	0.0	0.0
Cells_Texture_Contrast_Mito_5_03	0.0	0.0	0.0
Cells_Texture_Contrast_RNA_10_00	-0.014741799880772791	0.0	0.004777658331268336
Cells_Texture_Contrast_RNA_10_03	-0.005475761383364861	0.0	0.00685048801509073
Cells_Texture_Contrast_RNA_5_00	0.0	0.0	0.0
Cells_Texture_Contrast_RNA_5_01	0.0	0.0	0.0
Cells_Texture_Contrast_RNA_5_03	0.0	0.0	0.0
Cells_Texture_Correlation_AGP_10_00	-0.02350741440571966	0.0	0.0
Cells_Texture_Correlation_AGP_10_01	0.0	0.0	0.0
Cells_Texture_Correlation_AGP_10_02	0.0	0.0	0.0066299470439959455
Cells_Texture_Correlation_AGP_10_03	0.0	-0.015187032340647773	0.03482499159027363
Cells_Texture_Correlation_AGP_5_00	0.008497351710680176	0.0	0.0
Cells_Texture_Correlation_AGP_5_01	0.0	0.0	0.0
Cells_Texture_Correlation_AGP_5_02	0.006665736537785102	0.0	-0.007077036009095676
Cells_Texture_Correlation_AGP_5_03	0.0	0.0	0.0
Cells_Texture_Correlation_DNA_10_00	0.0	0.0	0.0
Cells_Texture_Correlation_DNA_10_01	0.0	0.0	0.0
Cells_Texture_Correlation_DNA_10_02	0.0	0.0	0.0
Cells_Texture_Correlation_DNA_10_03	0.0	0.0	0.0
Cells_Texture_Correlation_DNA_5_00	0.0	0.0	0.0
Cells_Texture_Correlation_DNA_5_01	0.0	0.0	0.013951670137130032
Cells_Texture_Correlation_DNA_5_02	0.0	-0.000144636810593899	0.0
Cells_Texture_Correlation_DNA_5_03	0.0	0.0	0.0
Cells_Texture_Correlation_ER_10_00	0.0	0.0	0.0
Cells_Texture_Correlation_ER_10_01	0.0	0.0	0.0
Cells_Texture_Correlation_ER_10_02	0.0	0.0	0.0
Cells_Texture_Correlation_ER_10_03	0.0	0.0	0.0
Cells_Texture_Correlation_ER_5_00	0.0	-0.005540157749518917	0.0
Cells_Texture_Correlation_ER_5_01	0.0	0.0	0.0
Cells_Texture_Correlation_ER_5_02	-0.0002562009853273139	0.0	0.0
Cells_Texture_Correlation_ER_5_03	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_10_00	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_10_01	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_10_02	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_10_03	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_5_00	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_5_01	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_5_02	0.0	0.0	0.0
Cells_Texture_Correlation_Mito_5_03	0.0	0.0	0.0
Cells_Texture_Correlation_RNA_10_00	0.0	0.0	0.0
Cells_Texture_Correlation_RNA_10_01	0.0	0.0	0.0
Cells_Texture_Correlation_RNA_10_02	0.0	0.0	0.0
Cells_Texture_Correlation_RNA_10_03	0.0	7.798587629197866e-05	0.0
Cells_Texture_Correlation_RNA_5_00	0.0	0.0	-0.0008964366075850822
Cells_Texture_Correlation_RNA_5_01	0.0	0.0	0.0
Cells_Texture_Correlation_RNA_5_02	0.0	0.0	0.0
Cells_Texture_Correlation_RNA_5_03	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_AGP_10_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_AGP_10_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_AGP_10_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_AGP_10_03	0.0	0.015268879191442005	0.0
Cells_Texture_DifferenceEntropy_AGP_5_00	0.003503732720671794	0.0	0.0
Cells_Texture_DifferenceEntropy_AGP_5_01	0.0	0.0	0.004651571857455947
Cells_Texture_DifferenceEntropy_AGP_5_02	0.0	0.009456076522087053	-0.02651187228485443
Cells_Texture_DifferenceEntropy_AGP_5_03	0.0	0.0	0.008568967341455621
Cells_Texture_DifferenceEntropy_DNA_10_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_DNA_10_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_DNA_10_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_DNA_10_03	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_DNA_20_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_DNA_5_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_DNA_5_01	0.0	0.0	0.008284508835198642
Cells_Texture_DifferenceEntropy_DNA_5_02	0.01206441961433653	-0.004682483610788161	0.0
Cells_Texture_DifferenceEntropy_DNA_5_03	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_ER_10_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_ER_10_01	-0.019160828518809254	0.0	0.012800918340548043
Cells_Texture_DifferenceEntropy_ER_10_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_ER_10_03	0.0	0.004199418322319343	0.0
Cells_Texture_DifferenceEntropy_ER_20_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_ER_5_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_ER_5_01	-0.008336204698180786	0.01530783400719945	0.0
Cells_Texture_DifferenceEntropy_ER_5_02	0.0	0.0	0.006684110611130578
Cells_Texture_DifferenceEntropy_ER_5_03	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_Mito_10_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_Mito_10_01	-0.007581975998478268	0.0	0.00998510510523535
Cells_Texture_DifferenceEntropy_Mito_10_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_Mito_10_03	0.0	-0.000508015330138823	0.0
Cells_Texture_DifferenceEntropy_Mito_20_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_Mito_5_00	-0.004137837615456157	0.005547298715054974	0.0
Cells_Texture_DifferenceEntropy_Mito_5_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_Mito_5_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_Mito_5_03	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_10_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_10_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_10_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_10_03	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_20_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_5_00	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_5_01	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_5_02	0.0	0.0	0.0
Cells_Texture_DifferenceEntropy_RNA_5_03	0.0	0.0	0.0
Cells_Texture_DifferenceVariance_DNA_10_03	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_10_00	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_10_01	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_10_02	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_10_03	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_20_01	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_5_00	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_5_01	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_5_02	0.0	0.0	0.0
Cells_Texture_Entropy_AGP_5_03	0.0055115560534970765	-0.01398535258667947	0.0
Cells_Texture_Entropy_DNA_10_00	0.0	0.0	0.0
Cells_Texture_Entropy_DNA_10_01	0.0	0.0	0.0
Cells_Texture_Entropy_DNA_10_02	-0.01278942638760667	0.03744882542691118	0.0
Cells_Texture_Entropy_DNA_10_03	0.0	0.0	0.0
Cells_Texture_Entropy_DNA_20_01	0.0	0.0	0.0
Cells_Texture_Entropy_DNA_5_00	0.0	0.0	0.0
Cells_Texture_Entropy_DNA_5_01	0.0	0.0	-0.006055331232459389
Cells_Texture_Entropy_DNA_5_02	0.0	0.0	0.0
Cells_Texture_Entropy_DNA_5_03	0.0	0.0	0.0
Cells_Texture_Entropy_ER_10_00	0.0	0.0	0.0
Cells_Texture_Entropy_ER_10_01	0.0	0.0	0.0
Cells_Texture_Entropy_ER_10_02	0.0	0.0	0.0
Cells_Texture_Entropy_ER_10_03	0.0	0.0	0.0
Cells_Texture_Entropy_ER_20_01	0.0	0.0	0.0
Cells_Texture_Entropy_ER_5_00	0.0	0.0	0.0
Cells_Texture_Entropy_ER_5_01	0.0	0.0	0.0
Cells_Texture_Entropy_ER_5_02	0.0	0.0	0.0
Cells_Texture_Entropy_ER_5_03	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_10_00	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_10_01	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_10_02	-0.00017278405659086052	0.0	0.0
Cells_Texture_Entropy_Mito_10_03	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_20_01	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_5_00	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_5_01	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_5_02	0.0	0.0	0.0
Cells_Texture_Entropy_Mito_5_03	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_10_00	-0.003364291124380784	0.0	0.0
Cells_Texture_Entropy_RNA_10_01	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_10_02	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_10_03	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_20_01	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_5_00	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_5_01	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_5_02	0.0	0.0	0.0
Cells_Texture_Entropy_RNA_5_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_AGP_10_00	0.0010032295750336568	0.0	0.0
Cells_Texture_InfoMeas1_AGP_10_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_AGP_10_02	0.0	-0.003503091645499471	0.0010899236913207288
Cells_Texture_InfoMeas1_AGP_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_AGP_20_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_AGP_5_00	0.0014007704683440085	-0.025330808089256838	0.0
Cells_Texture_InfoMeas1_AGP_5_01	0.0	0.0	0.0
Cells_Texture_InfoMeas1_AGP_5_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_AGP_5_03	-0.014104269921741316	0.0	0.0006110832678240632
Cells_Texture_InfoMeas1_DNA_10_00	0.0	0.015152284973604185	0.0
Cells_Texture_InfoMeas1_DNA_10_01	0.017907458071551054	0.0	0.0
Cells_Texture_InfoMeas1_DNA_10_02	0.0	0.0	0.0
Cells_Texture_InfoMeas1_DNA_10_03	0.0	0.0	0.0
Cells_Texture_InfoMeas1_DNA_20_01	0.0	0.0	0.0
