plate_map_name	well_position	clone_number	plate_ID	plate_filename	treatment	treatment_time	cell_density
218362	E08	WT parental	218362	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218362	E09	WT parental	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	E10	WT parental	218362	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218362	E11	WT parental	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218362	F02	Clone A	218362	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218362	F03	Clone A	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	F04	Clone A	218362	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218362	F05	Clone A	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218362	F06	Clone A	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	F07	Clone A	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218362	F08	Clone A	218362	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218362	F09	Clone A	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	F10	Clone A	218362	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218362	F11	Clone A	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218362	G02	Clone E	218362	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218362	G03	Clone E	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	G04	Clone E	218362	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218362	G05	Clone E	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218362	G06	Clone E	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	G07	Clone E	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
218362	G08	Clone E	218362	20200629-20200626-WTpAE-Lo	0.1% DMSO	13 hr	5x10^3 cells/well
218362	G09	Clone E	218362	20200629-20200626-WTpAE-Lo	2.1 nM bortezomib	13 hr	5x10^3 cells/well
218362	G10	Clone E	218362	20200629-20200626-WTpAE-Lo	21 nM bortezomib	13 hr	5x10^3 cells/well
218362	G11	Clone E	218362	20200629-20200626-WTpAE-Lo	210 nM bortezomib	13 hr	5x10^3 cells/well
