term	comparison	estimate	conf.low	conf.high	adj.p.value	feature	compartment	feature_group	measurement	channel	parameter1	parameter2	neg_log_adj_p	dataset	compartment_feature_group	in_signature
Within same clone type	WT clone 04-BZ002	0.0916120448674338	-0.5446980243092757	0.7279221140441433	0.9999846729386432	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	6.656509183527142e-6	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-BZ002	0.4356106249221101	-0.1928916630498736	1.0641129128940938	0.4474095187084238	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.3492947804571628	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ004-BZ003	-0.18390275107352028	-0.8279259511877081	0.4601204490406675	0.9958602657857932	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.00180159536699431	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ005-BZ003	-0.03325203270541943	-0.669562101882129	0.6030580364712901	0.9999999980088816	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	8.647317266685551e-10	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 01-BZ003	-0.20047159518495833	-0.8367816643616679	0.4358384739917512	0.9914484230920556	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.00372987364136772	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 02-BZ003	-0.5811707712755693	-1.225193971389757	0.06285242883861852	0.11587669408343604	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.9360039035425056	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 03-BZ003	-0.26963830048193066	-0.9136615005961184	0.37438489963225713	0.9427903537153536	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.02558486966661984	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 04-BZ003	-0.05507216963762318	-0.699095369751811	0.5889510304765646	0.9999998397208564	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	6.96083531702196e-8	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-BZ003	0.28892641041705314	-0.3473836587596564	0.9252364795937628	0.9080952114139548	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.04186861444817683	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ005-BZ004	0.15065071836810084	-0.4856593508086086	0.7869607875448104	0.9990321794534568	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	4.205226509076417e-4	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 01-BZ004	-0.01656884411143805	-0.6528789132881476	0.6197412250652714	0.9999999999962348	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	1.6352583014108152e-12	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 02-BZ004	-0.397268020202049	-1.0412912203162368	0.2467551799121388	0.6174879442612083	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.20937151708358903	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 03-BZ004	-0.08573554940841038	-0.7297587495225981	0.5582876507057775	0.9999922076550508	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	3.3841855978581815e-6	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 04-BZ004	0.1288305814358971	-0.5151926186782907	0.7728537815500849	0.9997534373246972	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	1.0709401256303224e-4	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-BZ004	0.4728291614905734	-0.1634809076861361	1.109139230667283	0.34427370148249314	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.46309615108926144	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 01-BZ005	-0.1672195624795389	-0.7957218504515227	0.4612827254924448	0.9975840326730482	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.00105051079002161	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 02-BZ005	-0.5479187385701498	-1.1842288077468592	0.08839133060655968	0.15921482388515062	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.7980164992126315	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 03-BZ005	-0.23638626777651123	-0.8726963369532208	0.3999238014001983	0.973195664063663	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.01179983467486066	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 04-BZ005	-0.02182013693220375	-0.6581302061089133	0.6144899322445058	0.9999999999544456	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	1.978404587151121e-11	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-BZ005	0.32217844312247257	-0.30632384484951114	0.9506807310944564	0.8260003954604972	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.08301974475435067	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 02-WT clone 01	-0.38069917609061094	-1.0170092452673205	0.2556108930860986	0.6584388108980435	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.18148457806600435	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 03-WT clone 01	-0.06916670529697233	-0.7054767744736818	0.5671433638797372	0.9999986698691647	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	5.776688661474684e-7	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 04-WT clone 01	0.14539942554733515	-0.4909106436293744	0.7817094947240446	0.9992712875750972	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	3.165911509971371e-4	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-WT clone 01	0.48939800560201147	-0.13910428236997224	1.1179002935739952	0.27891727381916953	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.5545245883082116	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 03-WT clone 02	0.3115324707936386	-0.3324907293205492	0.9555556709078264	0.870337871164339	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.0603121185346024	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 04-WT clone 02	0.5260986016379461	-0.1179245984762417	1.170121801752134	0.2177494309530208	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.6620429712653552	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-WT clone 02	0.8700971816926224	0.2337871125159129	1.5064072508693318	8.132482474977332e-4	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	3.0897768639242327	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 04-WT clone 03	0.21456613084430748	-0.4294570692698803	0.8585893309584953	0.9872588234402586	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.00556897614873204	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-WT clone 03	0.5585647108989837	-0.07774535827772577	1.1948747800756934	0.14039390160985632	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.8526517565559956	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	WT clone 05-WT clone 04	0.3439985800546763	-0.2923114891220332	0.9803086492313858	0.7764354611093651	Cells_RadialDistribution_RadialCV_AGP_1of4	Cells	RadialDistribution	RadialCV	AGP	1of4	NA	0.10989463787353916	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ002-BZ001	-0.39223886329586793	-0.9527692705909894	0.16829154399925356	0.4330320540668364	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.363479954941998	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ003-BZ001	0.05736108191967915	-0.5099638814186922	0.6246860452580505	0.999999296057934	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	3.057182624350149e-7	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ004-BZ001	0.1514509763448404	-0.41587398699353095	0.7187759396832117	0.9975206578621412	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.00107810165360727	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ005-BZ001	0.1106523476269856	-0.4498780596681359	0.6711827549221071	0.9997790054310592	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	9.598732855140776e-5	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 01-BZ001	0.2253479284231371	-0.3351824788719844	0.7858783357182586	0.95543745757555	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.01979773636281815	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 02-BZ001	-0.4768414609857638	-1.044166424324135	0.09048350235260756	0.18485238574737273	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.7331749399503119	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-BZ001	-0.4539450394027484	-1.0212700027411197	0.11337992393562296	0.24335006949803628	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.6137685253908494	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-BZ001	0.4080187142957028	-0.15930624904266855	0.975343677634074	0.39212865174500433	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.40657142385602174	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-BZ001	0.18980826481972257	-0.3707221424753989	0.7503386721148441	0.9857225027607306	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.00624532895506227	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ003-BZ002	0.4495999452155471	-0.1109304620795744	1.0101303525106686	0.24027590415008515	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.6192897798384571	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ004-BZ002	0.5436898396407084	-0.0168405676544131	1.1042202469358298	0.06561037417390136	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.1830274854678604	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ005-BZ002	0.5028912109228536	-0.05076126218458687	1.0565436840302942	0.11051750104045376	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.9565689436669564	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 01-BZ002	0.6175867917190051	0.06393431861156462	1.1712392648264456	0.01592980262017918	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.7977896053349691	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 02-BZ002	-0.08460259768989585	-0.6451330049850174	0.4759278096052256	0.9999770121755848	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	9.98360004560668e-6	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-BZ002	-0.06170617610688041	-0.6222365834020019	0.4988242311882411	0.9999985135707732	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	6.455484906787693e-7	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-BZ002	0.8002575775915708	0.2397271702964493	1.3607879848866924	3.6664745818693056e-4	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	3.435751321439451	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-BZ002	0.5820471281155906	0.02839465500815008	1.1356996012230312	0.0306597494858043	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.5134313979936236	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ004-BZ003	0.09408989442516125	-0.4732350689132101	0.6614148577635326	0.9999486671695288	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	2.2294137229551128e-5	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ005-BZ003	0.05329126570730647	-0.507239141587815	0.613821673002428	0.9999995908222222	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.777036873597985e-7	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 01-BZ003	0.16798684650345796	-0.3925435607916635	0.7285172537985795	0.9940648184992736	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.0025852962880368	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 02-BZ003	-0.534202542905443	-1.1015275062438143	0.03312242043292834	0.08389876666448093	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.0762444233756765	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-BZ003	-0.5113061213224275	-1.078631084660799	0.05601884201594387	0.1169418233145656	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.9320301390836382	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-BZ003	0.35065763237602365	-0.2166673309623477	0.917982595714395	0.614732432185324	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.21131387367341148	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-BZ003	0.13244718290004345	-0.42808322439507807	0.6929775901951649	0.9990473060120176	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	4.139469556351841e-4	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ005-BZ004	-0.04079862871785478	-0.6013290360129763	0.5197317785772667	0.999999961679271	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.6642481481036313e-8	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 01-BZ004	0.07389695207829672	-0.4866334552168248	0.6344273593734182	0.9999928386397235	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	3.1101503874035168e-6	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 02-BZ004	-0.6282924373306042	-1.1956174006689757	-0.0609674739922329	0.01732953609362364	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.76121306306081	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-BZ004	-0.6053960157475887	-1.17272097908596	-0.03807105240921737	0.02620313135855623	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.5816468059901598	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-BZ004	0.2565677379508624	-0.31075722538750894	0.8238927012892338	0.910155765747206	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.04088427535425677	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-BZ004	0.03835728847488218	-0.5221731188202393	0.5988876957700037	0.99999997787789	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	9.607510469751772e-9	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 01-BZ005	0.1146955807961515	-0.438956892311289	0.668348053903592	0.9996712412077738	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.4280160426887766e-4	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 02-BZ005	-0.5874938086127495	-1.148024215907871	-0.02696340131762797	0.03163305564821028	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.4998588546520948	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-BZ005	-0.5645973870297339	-1.1251277943248554	-0.00406697973461245	0.04674656049592451	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.3302503380020032	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-BZ005	0.2973663666687172	-0.2631640406264043	0.8578967739638387	0.7950175897866473	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.09962326245954232	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-BZ005	0.07915591719273696	-0.4744965559147035	0.6328083903001774	0.999985568572383	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	6.267534604908967e-6	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 02-WT clone 01	-0.702189389408901	-1.2627197967040225	-0.14165898211377947	0.00339555986317208	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	2.469088608588156	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-WT clone 01	-0.6792929678258854	-1.239823375121007	-0.11876256053076396	0.00548593358362958	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	2.260749454558282	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-WT clone 01	0.1826707858725657	-0.3778596214225558	0.7432011931676872	0.989101672345177	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.00475906384371756	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-WT clone 01	-0.03553966360341454	-0.589192136710855	0.5181128095040259	0.9999999874909472	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	5.432612636073927e-9	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 03-WT clone 02	0.02289642158301543	-0.5444285417553559	0.5902213849213868	0.9999999998033272	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	8.541385886715687e-11	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-WT clone 02	0.8848601752814667	0.3175352119430953	1.452185138619838	5.789372416231675e-5	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	4.237368512427986	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-WT clone 02	0.6666497258054864	0.10611931851036494	1.227180133100608	0.00710012177329955	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	2.148734202686767	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 04-WT clone 03	0.8619637536984511	0.2946387903600798	1.4292887170368225	1.032247292829247e-4	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	3.986216247432055	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-WT clone 03	0.6437533042224709	0.08322289692734941	1.2042837115175924	0.01118017063595533	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	1.951551568033827	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	WT clone 05-WT clone 04	-0.21821044947598023	-0.7787408567711017	0.34231995781914126	0.963651561741544	Cells_RadialDistribution_RadialCV_ER_2of4	Cells	RadialDistribution	RadialCV	ER	2of4	NA	0.0160799704205468	bortezomib	Cells - RadialDistribution - ER	TRUE
Within same clone type	BZ002-BZ001	-0.3067340366178551	-0.9194713517328053	0.30600327849709513	0.8453275401433875	Cells_RadialDistribution_RadialCV_AGP_2of4	Cells	RadialDistribution	RadialCV	AGP	2of4	NA	0.07297498180221564	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ003-BZ001	0.266181467240143	-0.3539832380273402	0.8863461725076263	0.9336070786451502	Cells_RadialDistribution_RadialCV_AGP_2of4	Cells	RadialDistribution	RadialCV	AGP	2of4	NA	0.0298358641125645	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ004-BZ001	0.30473252547409113	-0.3154321797933921	0.9248972307415744	0.8593150218584207	Cells_RadialDistribution_RadialCV_AGP_2of4	Cells	RadialDistribution	RadialCV	AGP	2of4	NA	0.06584759615213279	bortezomib	Cells - RadialDistribution - AGP	FALSE
Within same clone type	BZ005-BZ001	0.27555240410485093	-0.3371849110100993	0.8882897192198012	0.9129680781426625	Cells_RadialDistribution_RadialCV_AGP_2of4	Cells	RadialDistribution	RadialCV	AGP	2of4	NA	0.0395444072727754	bortezomib	Cells - RadialDistribution - AGP	FALSE
